Претензия,
74640,2025-03-01 00:00:00
74701,2025-07-01 00:00:00
74786,2026-01-01 00:00:00
74786,2026-02-01 00:00:00
74840,2025-10-01 00:00:00
74926,2026-01-01 00:00:00
74926,2026-02-01 00:00:00
74997,2025-12-01 00:00:00
75021,2025-01-01 00:00:00
75021,2025-03-01 00:00:00
75021,2025-08-01 00:00:00
75021,2025-11-01 00:00:00
75021,2026-01-01 00:00:00
75021,2026-02-01 00:00:00
75140,2025-02-01 00:00:00
75218,2025-02-01 00:00:00
75218,2025-12-01 00:00:00
75254,2025-09-01 00:00:00
75295,2025-07-01 00:00:00
75335,2025-01-01 00:00:00
75335,2025-09-01 00:00:00
75651,2026-01-01 00:00:00
75651,2026-02-01 00:00:00
75685,2025-01-01 00:00:00
75701,2025-06-01 00:00:00
75701,2025-09-01 00:00:00
75867,2026-01-01 00:00:00
75867,2026-02-01 00:00:00
75871,2025-12-01 00:00:00
76025,2025-02-01 00:00:00
76025,2025-12-01 00:00:00
76181,2025-02-01 00:00:00
76300,2025-07-01 00:00:00
76312,2025-06-01 00:00:00
76517,2025-02-01 00:00:00
76577,2026-01-01 00:00:00
76577,2026-02-01 00:00:00
76615,2025-02-01 00:00:00
76670,2025-01-01 00:00:00
76746,2025-11-01 00:00:00
76777,2025-02-01 00:00:00
76777,2025-03-01 00:00:00
76777,2025-09-01 00:00:00
76864,2025-03-01 00:00:00
76871,2025-12-01 00:00:00
76915,2026-01-01 00:00:00
76915,2026-02-01 00:00:00
76945,2025-07-01 00:00:00
76993,2025-12-01 00:00:00
77057,2025-01-01 00:00:00
77077,2025-03-01 00:00:00
77079,2026-01-01 00:00:00
77079,2026-02-01 00:00:00
77188,2025-02-01 00:00:00
77383,2025-01-01 00:00:00
77517,2026-01-01 00:00:00
77517,2026-02-01 00:00:00
77552,2025-07-01 00:00:00
77725,2025-02-01 00:00:00
77725,2025-03-01 00:00:00
77733,2025-11-01 00:00:00
78005,2025-03-01 00:00:00
78123,2025-07-01 00:00:00
78125,2025-01-01 00:00:00
78125,2025-06-01 00:00:00
78230,2026-01-01 00:00:00
78230,2026-02-01 00:00:00
78312,2025-01-01 00:00:00
78555,2025-09-01 00:00:00
78571,2025-07-01 00:00:00
78943,2025-02-01 00:00:00
78943,2025-03-01 00:00:00
79094,2025-12-01 00:00:00
79094,2026-01-01 00:00:00
79094,2026-02-01 00:00:00
79302,2025-08-01 00:00:00
79317,2025-09-01 00:00:00
79522,2025-01-01 00:00:00
79522,2025-08-01 00:00:00
79574,2025-08-01 00:00:00
79595,2025-06-01 00:00:00
79608,2025-08-01 00:00:00
79620,2025-03-01 00:00:00
79674,2025-08-01 00:00:00
79684,2025-02-01 00:00:00
79684,2025-06-01 00:00:00
79684,2025-11-01 00:00:00
79834,2025-02-01 00:00:00
79887,2025-01-01 00:00:00
79887,2025-06-01 00:00:00
79921,2026-01-01 00:00:00
79921,2026-02-01 00:00:00
80033,2025-01-01 00:00:00
80033,2025-09-01 00:00:00
80033,2025-11-01 00:00:00
80033,2026-01-01 00:00:00
80033,2026-02-01 00:00:00
80150,2025-11-01 00:00:00
80150,2026-01-01 00:00:00
80150,2026-02-01 00:00:00
80167,2025-02-01 00:00:00
80167,2025-12-01 00:00:00
80170,2025-02-01 00:00:00
80189,2025-02-01 00:00:00
80189,2025-03-01 00:00:00
80189,2025-09-01 00:00:00
80300,2025-01-01 00:00:00
80300,2025-06-01 00:00:00
80300,2025-08-01 00:00:00
80410,2025-02-01 00:00:00
80410,2025-03-01 00:00:00
80554,2025-02-01 00:00:00
80576,2025-02-01 00:00:00
80683,2025-11-01 00:00:00
80803,2025-12-01 00:00:00
80972,2025-02-01 00:00:00
80972,2025-03-01 00:00:00
81262,2025-02-01 00:00:00
81262,2026-01-01 00:00:00
81262,2026-02-01 00:00:00
81314,2025-01-01 00:00:00
81314,2025-03-01 00:00:00
81499,2026-01-01 00:00:00
81499,2026-02-01 00:00:00
81669,2025-12-01 00:00:00
81699,2025-02-01 00:00:00
81700,2026-01-01 00:00:00
81700,2026-02-01 00:00:00
82380,2026-01-01 00:00:00
82380,2026-02-01 00:00:00
82565,2025-09-01 00:00:00
82608,2025-12-01 00:00:00
82608,2026-01-01 00:00:00
82608,2026-02-01 00:00:00
82794,2025-01-01 00:00:00
82819,2026-01-01 00:00:00
82819,2026-02-01 00:00:00
82929,2025-07-01 00:00:00
82929,2025-09-01 00:00:00
82929,2025-11-01 00:00:00
83013,2025-08-01 00:00:00
83021,2025-09-01 00:00:00
83033,2026-01-01 00:00:00
83033,2026-02-01 00:00:00
83132,2025-02-01 00:00:00
83139,2025-08-01 00:00:00
83139,2026-01-01 00:00:00
83139,2026-02-01 00:00:00
83148,2025-03-01 00:00:00
83239,2025-03-01 00:00:00
83461,2025-12-01 00:00:00
83461,2026-01-01 00:00:00
83461,2026-02-01 00:00:00
83489,2025-02-01 00:00:00
83489,2025-03-01 00:00:00
83500,2026-01-01 00:00:00
83500,2026-02-01 00:00:00
83504,2026-01-01 00:00:00
83504,2026-02-01 00:00:00
83509,2025-07-01 00:00:00
83513,2026-01-01 00:00:00
83513,2026-02-01 00:00:00
83520,2025-08-01 00:00:00
83520,2026-01-01 00:00:00
83520,2026-02-01 00:00:00
83530,2026-01-01 00:00:00
83530,2026-02-01 00:00:00
83601,2025-08-01 00:00:00
83633,2026-01-01 00:00:00
83633,2026-02-01 00:00:00
83634,2026-01-01 00:00:00
83634,2026-02-01 00:00:00
83658,2025-02-01 00:00:00
83658,2025-03-01 00:00:00
83658,2025-11-01 00:00:00
83678,2025-03-01 00:00:00
83679,2026-01-01 00:00:00
83679,2026-02-01 00:00:00
83757,2025-12-01 00:00:00
83812,2025-12-01 00:00:00
83833,2025-12-01 00:00:00
83861,2025-07-01 00:00:00
83868,2025-06-01 00:00:00
83912,2026-01-01 00:00:00
83912,2026-02-01 00:00:00
83917,2026-01-01 00:00:00
83917,2026-02-01 00:00:00
83948,2025-09-01 00:00:00
83975,2025-08-01 00:00:00
84192,2026-01-01 00:00:00
84192,2026-02-01 00:00:00
84205,2026-01-01 00:00:00
84205,2026-02-01 00:00:00
84207,2025-01-01 00:00:00
84295,2025-02-01 00:00:00
84295,2025-03-01 00:00:00
84295,2026-01-01 00:00:00
84295,2026-02-01 00:00:00
84406,2026-01-01 00:00:00
84406,2026-02-01 00:00:00
84510,2026-01-01 00:00:00
84510,2026-02-01 00:00:00
84519,2026-01-01 00:00:00
84519,2026-02-01 00:00:00
84711,2025-12-01 00:00:00
84716,2025-12-01 00:00:00
84766,2025-12-01 00:00:00
84802,2026-01-01 00:00:00
84802,2026-02-01 00:00:00
84819,2026-01-01 00:00:00
84819,2026-02-01 00:00:00
84947,2026-01-01 00:00:00
84947,2026-02-01 00:00:00
85009,2025-07-01 00:00:00
85023,2025-07-01 00:00:00
85038,2025-08-01 00:00:00
85038,2025-12-01 00:00:00
85073,2025-07-01 00:00:00
85098,2026-01-01 00:00:00
85098,2026-02-01 00:00:00
85345,2026-01-01 00:00:00
85345,2026-02-01 00:00:00
85361,2026-01-01 00:00:00
85361,2026-02-01 00:00:00
85415,2025-09-01 00:00:00
85415,2025-11-01 00:00:00
85416,2026-01-01 00:00:00
85416,2026-02-01 00:00:00
85444,2026-01-01 00:00:00
85444,2026-02-01 00:00:00
85448,2026-01-01 00:00:00
85448,2026-02-01 00:00:00
85499,2026-01-01 00:00:00
85499,2026-02-01 00:00:00
85656,2026-01-01 00:00:00
85656,2026-02-01 00:00:00
85673,2026-01-01 00:00:00
85673,2026-02-01 00:00:00
85748,2026-01-01 00:00:00
85748,2026-02-01 00:00:00
85775,2025-02-01 00:00:00
85798,2025-02-01 00:00:00
85798,2025-03-01 00:00:00
85798,2025-12-01 00:00:00
85828,2025-02-01 00:00:00
85841,2025-01-01 00:00:00
85841,2025-07-01 00:00:00
85959,2025-03-01 00:00:00
86072,2025-01-01 00:00:00
86072,2026-01-01 00:00:00
86072,2026-02-01 00:00:00
86187,2025-02-01 00:00:00
86241,2025-02-01 00:00:00
86288,2025-02-01 00:00:00
86288,2025-12-01 00:00:00
86288,2026-01-01 00:00:00
86288,2026-02-01 00:00:00
86382,2025-12-01 00:00:00
86387,2025-09-01 00:00:00
86460,2025-02-01 00:00:00
86460,2025-03-01 00:00:00
86584,2025-01-01 00:00:00
86584,2025-02-01 00:00:00
86597,2026-01-01 00:00:00
86597,2026-02-01 00:00:00
86600,2025-07-01 00:00:00
86607,2025-02-01 00:00:00
86607,2025-03-01 00:00:00
86610,2025-02-01 00:00:00
86610,2025-03-01 00:00:00
86683,2025-06-01 00:00:00
86750,2025-12-01 00:00:00
86753,2025-01-01 00:00:00
86761,2025-09-01 00:00:00
86761,2026-01-01 00:00:00
86761,2026-02-01 00:00:00
86819,2025-09-01 00:00:00
87001,2025-02-01 00:00:00
87022,2025-02-01 00:00:00
87022,2025-03-01 00:00:00
87025,2026-01-01 00:00:00
87025,2026-02-01 00:00:00
87027,2025-02-01 00:00:00
87060,2026-01-01 00:00:00
87060,2026-02-01 00:00:00
87063,2025-02-01 00:00:00
87063,2025-03-01 00:00:00
87063,2025-09-01 00:00:00
87063,2025-12-01 00:00:00
87088,2025-07-01 00:00:00
87088,2025-12-01 00:00:00
87088,2026-01-01 00:00:00
87088,2026-02-01 00:00:00
87093,2025-02-01 00:00:00
87095,2025-03-01 00:00:00
87105,2026-01-01 00:00:00
87105,2026-02-01 00:00:00
87164,2025-09-01 00:00:00
87253,2025-03-01 00:00:00
87256,2025-11-01 00:00:00
87316,2025-06-01 00:00:00
87339,2025-02-01 00:00:00
87417,2025-02-01 00:00:00
87417,2025-03-01 00:00:00
87423,2025-02-01 00:00:00
87426,2025-02-01 00:00:00
87475,2025-02-01 00:00:00
87627,2025-09-01 00:00:00
87627,2025-11-01 00:00:00
87648,2025-02-01 00:00:00
87664,2025-12-01 00:00:00
87701,2025-12-01 00:00:00
87755,2025-02-01 00:00:00
87755,2025-12-01 00:00:00
87817,2025-12-01 00:00:00
87909,2025-03-01 00:00:00
87955,2025-11-01 00:00:00
88000,2025-01-01 00:00:00
88000,2025-03-01 00:00:00
88026,2025-06-01 00:00:00
88026,2025-11-01 00:00:00
88099,2026-01-01 00:00:00
88099,2026-02-01 00:00:00
88167,2025-03-01 00:00:00
88375,2025-03-01 00:00:00
88375,2025-06-01 00:00:00
88465,2026-01-01 00:00:00
88465,2026-02-01 00:00:00
88504,2025-01-01 00:00:00
88546,2025-12-01 00:00:00
88546,2026-01-01 00:00:00
88546,2026-02-01 00:00:00
88700,2025-02-01 00:00:00
88700,2025-03-01 00:00:00
88704,2025-02-01 00:00:00
88718,2025-12-01 00:00:00
88724,2026-01-01 00:00:00
88724,2026-02-01 00:00:00
88774,2025-12-01 00:00:00
88810,2025-01-01 00:00:00
88812,2025-12-01 00:00:00
88893,2025-12-01 00:00:00
88893,2026-01-01 00:00:00
88893,2026-02-01 00:00:00
89010,2025-11-01 00:00:00
89141,2026-01-01 00:00:00
89141,2026-02-01 00:00:00
89347,2025-02-01 00:00:00
89565,2025-02-01 00:00:00
89566,2025-09-01 00:00:00
89700,2026-01-01 00:00:00
89700,2026-02-01 00:00:00
89720,2025-12-01 00:00:00
89746,2025-02-01 00:00:00
89826,2025-08-01 00:00:00
89915,2025-02-01 00:00:00
89915,2025-03-01 00:00:00
89915,2025-09-01 00:00:00
89915,2025-11-01 00:00:00
89939,2025-02-01 00:00:00
89987,2025-12-01 00:00:00
89987,2026-01-01 00:00:00
89987,2026-02-01 00:00:00
90093,2025-07-01 00:00:00
90108,2025-02-01 00:00:00
90108,2025-08-01 00:00:00
90209,2025-12-01 00:00:00
90427,2025-08-01 00:00:00
90569,2025-12-01 00:00:00
90569,2026-01-01 00:00:00
90569,2026-02-01 00:00:00
90709,2026-01-01 00:00:00
90709,2026-02-01 00:00:00
90879,2025-01-01 00:00:00
90879,2025-03-01 00:00:00
90879,2025-08-01 00:00:00
90976,2026-01-01 00:00:00
90976,2026-02-01 00:00:00
90985,2025-12-01 00:00:00
90987,2025-11-01 00:00:00
90987,2026-01-01 00:00:00
90987,2026-02-01 00:00:00
91009,2025-09-01 00:00:00
91009,2026-01-01 00:00:00
91009,2026-02-01 00:00:00
91223,2025-02-01 00:00:00
91223,2025-03-01 00:00:00
91223,2025-08-01 00:00:00
91223,2026-01-01 00:00:00
91223,2026-02-01 00:00:00
91264,2025-02-01 00:00:00
91264,2025-03-01 00:00:00
91264,2025-08-01 00:00:00
91395,2025-03-01 00:00:00
91412,2025-02-01 00:00:00
91518,2025-01-01 00:00:00
91649,2025-01-01 00:00:00
91649,2025-02-01 00:00:00
91649,2025-07-01 00:00:00
91744,2025-02-01 00:00:00
91744,2025-03-01 00:00:00
91744,2025-08-01 00:00:00
91812,2026-01-01 00:00:00
91812,2026-02-01 00:00:00
92010,2025-03-01 00:00:00
92010,2025-06-01 00:00:00
92010,2025-12-01 00:00:00
92010,2026-01-01 00:00:00
92010,2026-02-01 00:00:00
92028,2025-02-01 00:00:00
92035,2025-01-01 00:00:00
92035,2025-02-01 00:00:00
92054,2026-01-01 00:00:00
92054,2026-02-01 00:00:00
92261,2025-01-01 00:00:00
92268,2025-12-01 00:00:00
92305,2025-02-01 00:00:00
92305,2025-12-01 00:00:00
92346,2025-01-01 00:00:00
92446,2025-06-01 00:00:00
92473,2025-01-01 00:00:00
92473,2025-02-01 00:00:00
92522,2025-08-01 00:00:00
92522,2025-12-01 00:00:00
92522,2026-01-01 00:00:00
92522,2026-02-01 00:00:00
92583,2025-03-01 00:00:00
92583,2025-08-01 00:00:00
92610,2026-01-01 00:00:00
92610,2026-02-01 00:00:00
92650,2025-01-01 00:00:00
92944,2025-10-01 00:00:00
93032,2025-01-01 00:00:00
93045,2025-09-01 00:00:00
93045,2025-12-01 00:00:00
93053,2025-11-01 00:00:00
93056,2025-01-01 00:00:00
93067,2025-11-01 00:00:00
93070,2025-01-01 00:00:00
93070,2025-12-01 00:00:00
93070,2026-01-01 00:00:00
93070,2026-02-01 00:00:00
93079,2025-07-01 00:00:00
93079,2026-01-01 00:00:00
93079,2026-02-01 00:00:00
93080,2025-12-01 00:00:00
93080,2026-01-01 00:00:00
93080,2026-02-01 00:00:00
93089,2025-12-01 00:00:00
93094,2026-01-01 00:00:00
93094,2026-02-01 00:00:00
93095,2025-01-01 00:00:00
93143,2025-12-01 00:00:00
93143,2026-01-01 00:00:00
93143,2026-02-01 00:00:00
93410,2025-06-01 00:00:00
93565,2025-02-01 00:00:00
93565,2025-03-01 00:00:00
93661,2025-09-01 00:00:00
93661,2025-11-01 00:00:00
93730,2025-09-01 00:00:00
93730,2025-12-01 00:00:00
93745,2025-03-01 00:00:00
93981,2026-01-01 00:00:00
93981,2026-02-01 00:00:00
94053,2026-01-01 00:00:00
94053,2026-02-01 00:00:00
94134,2025-12-01 00:00:00
94134,2026-01-01 00:00:00
94134,2026-02-01 00:00:00
94248,2025-09-01 00:00:00
94248,2025-12-01 00:00:00
94327,2026-01-01 00:00:00
94327,2026-02-01 00:00:00
94384,2025-02-01 00:00:00
94480,2025-02-01 00:00:00
94527,2025-12-01 00:00:00
94697,2025-09-01 00:00:00
94697,2026-01-01 00:00:00
94697,2026-02-01 00:00:00
94767,2026-01-01 00:00:00
94767,2026-02-01 00:00:00
94859,2025-09-01 00:00:00
94873,2025-09-01 00:00:00
94873,2025-12-01 00:00:00
94873,2026-01-01 00:00:00
94873,2026-02-01 00:00:00
95122,2025-01-01 00:00:00
95130,2025-01-01 00:00:00
95130,2025-06-01 00:00:00
95130,2025-12-01 00:00:00
95286,2025-02-01 00:00:00
95385,2025-01-01 00:00:00
95394,2025-11-01 00:00:00
95396,2026-01-01 00:00:00
95396,2026-02-01 00:00:00
95456,2025-01-01 00:00:00
95456,2025-10-01 00:00:00
95458,2025-10-01 00:00:00
95465,2025-01-01 00:00:00
95467,2025-01-01 00:00:00
95470,2025-01-01 00:00:00
95471,2025-01-01 00:00:00
95485,2025-01-01 00:00:00
95485,2025-03-01 00:00:00
95485,2025-07-01 00:00:00
95485,2025-11-01 00:00:00
95505,2025-01-01 00:00:00
95515,2025-01-01 00:00:00
95521,2025-01-01 00:00:00
95521,2026-01-01 00:00:00
95521,2026-02-01 00:00:00
95522,2025-01-01 00:00:00
95523,2025-01-01 00:00:00
95523,2025-11-01 00:00:00
95535,2025-01-01 00:00:00
95540,2025-01-01 00:00:00
95542,2025-01-01 00:00:00
95542,2025-03-01 00:00:00
95542,2026-01-01 00:00:00
95542,2026-02-01 00:00:00
95543,2025-01-01 00:00:00
95544,2026-01-01 00:00:00
95544,2026-02-01 00:00:00
95546,2025-01-01 00:00:00
95571,2025-01-01 00:00:00
95571,2026-01-01 00:00:00
95571,2026-02-01 00:00:00
95572,2025-01-01 00:00:00
95574,2025-03-01 00:00:00
95583,2025-10-01 00:00:00
95585,2025-12-01 00:00:00
95612,2025-01-01 00:00:00
95612,2026-01-01 00:00:00
95612,2026-02-01 00:00:00
95620,2025-01-01 00:00:00
95649,2025-01-01 00:00:00
95649,2025-02-01 00:00:00
95674,2026-01-01 00:00:00
95674,2026-02-01 00:00:00
95784,2026-01-01 00:00:00
95784,2026-02-01 00:00:00
95813,2025-01-01 00:00:00
95864,2025-01-01 00:00:00
95864,2025-07-01 00:00:00
95864,2026-01-01 00:00:00
95864,2026-02-01 00:00:00
95865,2025-01-01 00:00:00
95877,2025-09-01 00:00:00
95877,2025-11-01 00:00:00
95886,2025-01-01 00:00:00
95905,2025-09-01 00:00:00
95907,2026-01-01 00:00:00
95907,2026-02-01 00:00:00
95909,2026-01-01 00:00:00
95909,2026-02-01 00:00:00
95913,2025-02-01 00:00:00
95913,2025-03-01 00:00:00
95919,2026-01-01 00:00:00
95919,2026-02-01 00:00:00
95921,2025-01-01 00:00:00
95921,2026-01-01 00:00:00
95921,2026-02-01 00:00:00
95922,2026-01-01 00:00:00
95922,2026-02-01 00:00:00
95945,2025-08-01 00:00:00
95945,2026-01-01 00:00:00
95945,2026-02-01 00:00:00
96006,2025-02-01 00:00:00
96006,2025-03-01 00:00:00
96123,2025-07-01 00:00:00
96139,2025-02-01 00:00:00
96139,2025-09-01 00:00:00
96139,2025-11-01 00:00:00
96175,2025-01-01 00:00:00
96184,2025-01-01 00:00:00
96200,2025-09-01 00:00:00
96200,2025-12-01 00:00:00
96206,2025-01-01 00:00:00
96218,2025-01-01 00:00:00
96255,2025-01-01 00:00:00
96258,2025-01-01 00:00:00
96258,2025-11-01 00:00:00
96264,2025-01-01 00:00:00
96265,2026-01-01 00:00:00
96265,2026-02-01 00:00:00
96282,2025-01-01 00:00:00
96300,2025-01-01 00:00:00
96332,2025-02-01 00:00:00
96355,2025-03-01 00:00:00
96355,2026-01-01 00:00:00
96355,2026-02-01 00:00:00
96360,2025-03-01 00:00:00
96360,2025-06-01 00:00:00
96360,2026-01-01 00:00:00
96360,2026-02-01 00:00:00
96412,2025-01-01 00:00:00
96412,2025-03-01 00:00:00
96414,2025-01-01 00:00:00
96485,2025-11-01 00:00:00
96504,2025-01-01 00:00:00
96537,2026-01-01 00:00:00
96537,2026-02-01 00:00:00
96547,2025-01-01 00:00:00
96550,2025-11-01 00:00:00
96565,2025-01-01 00:00:00
96566,2025-01-01 00:00:00
96573,2025-02-01 00:00:00
96573,2025-12-01 00:00:00
96583,2025-01-01 00:00:00
96596,2025-01-01 00:00:00
96607,2025-12-01 00:00:00
96607,2026-01-01 00:00:00
96607,2026-02-01 00:00:00
96620,2025-11-01 00:00:00
96625,2025-09-01 00:00:00
96625,2025-11-01 00:00:00
96636,2025-01-01 00:00:00
96644,2025-03-01 00:00:00
96644,2026-01-01 00:00:00
96644,2026-02-01 00:00:00
96646,2025-08-01 00:00:00
96646,2026-01-01 00:00:00
96646,2026-02-01 00:00:00
96653,2025-12-01 00:00:00
96653,2026-01-01 00:00:00
96653,2026-02-01 00:00:00
96660,2025-02-01 00:00:00
96660,2025-03-01 00:00:00
96660,2025-07-01 00:00:00
96660,2026-01-01 00:00:00
96660,2026-02-01 00:00:00
96671,2025-02-01 00:00:00
96671,2025-03-01 00:00:00
96675,2025-01-01 00:00:00
96704,2025-01-01 00:00:00
96704,2025-03-01 00:00:00
96704,2025-08-01 00:00:00
96718,2025-03-01 00:00:00
96736,2025-06-01 00:00:00
96736,2025-11-01 00:00:00
96824,2025-01-01 00:00:00
96977,2025-01-01 00:00:00
96997,2025-02-01 00:00:00
96997,2025-03-01 00:00:00
97073,2025-02-01 00:00:00
97073,2025-03-01 00:00:00
97095,2025-02-01 00:00:00
97095,2025-03-01 00:00:00
97224,2025-01-01 00:00:00
97224,2026-01-01 00:00:00
97224,2026-02-01 00:00:00
97251,2026-01-01 00:00:00
97251,2026-02-01 00:00:00
97262,2026-01-01 00:00:00
97262,2026-02-01 00:00:00
97274,2026-01-01 00:00:00
97274,2026-02-01 00:00:00
97285,2026-01-01 00:00:00
97285,2026-02-01 00:00:00
97292,2026-01-01 00:00:00
97292,2026-02-01 00:00:00
97297,2026-01-01 00:00:00
97297,2026-02-01 00:00:00
97299,2025-01-01 00:00:00
97299,2026-01-01 00:00:00
97299,2026-02-01 00:00:00
97301,2026-01-01 00:00:00
97301,2026-02-01 00:00:00
97309,2025-07-01 00:00:00
97309,2025-12-01 00:00:00
97328,2026-01-01 00:00:00
97328,2026-02-01 00:00:00
97339,2026-01-01 00:00:00
97339,2026-02-01 00:00:00
97361,2025-07-01 00:00:00
97361,2026-01-01 00:00:00
97361,2026-02-01 00:00:00
97367,2025-01-01 00:00:00
97367,2026-01-01 00:00:00
97367,2026-02-01 00:00:00
97368,2025-08-01 00:00:00
97381,2025-07-01 00:00:00
97381,2025-12-01 00:00:00
97420,2026-01-01 00:00:00
97420,2026-02-01 00:00:00
97432,2025-02-01 00:00:00
97432,2025-06-01 00:00:00
97441,2026-01-01 00:00:00
97441,2026-02-01 00:00:00
97447,2025-08-01 00:00:00
97447,2026-01-01 00:00:00
97447,2026-02-01 00:00:00
97451,2026-01-01 00:00:00
97451,2026-02-01 00:00:00
97516,2025-09-01 00:00:00
97709,2025-02-01 00:00:00
97709,2025-11-01 00:00:00
97709,2026-01-01 00:00:00
97709,2026-02-01 00:00:00
97815,2025-02-01 00:00:00
97815,2025-08-01 00:00:00
97815,2025-12-01 00:00:00
97815,2026-01-01 00:00:00
97815,2026-02-01 00:00:00
97920,2025-08-01 00:00:00
98007,2026-01-01 00:00:00
98007,2026-02-01 00:00:00
98032,2025-01-01 00:00:00
98054,2025-01-01 00:00:00
98064,2026-01-01 00:00:00
98064,2026-02-01 00:00:00
98070,2025-01-01 00:00:00
98070,2025-11-01 00:00:00
98088,2026-01-01 00:00:00
98088,2026-02-01 00:00:00
98091,2025-01-01 00:00:00
98124,2025-01-01 00:00:00
98129,2025-01-01 00:00:00
98144,2025-01-01 00:00:00
98144,2025-11-01 00:00:00
98144,2026-01-01 00:00:00
98144,2026-02-01 00:00:00
98156,2025-01-01 00:00:00
98237,2025-11-01 00:00:00
98373,2025-02-01 00:00:00
98452,2025-02-01 00:00:00
98522,2025-02-01 00:00:00
98532,2025-02-01 00:00:00
98541,2026-01-01 00:00:00
98541,2026-02-01 00:00:00
98544,2025-01-01 00:00:00
98546,2025-11-01 00:00:00
98546,2026-01-01 00:00:00
98546,2026-02-01 00:00:00
98552,2025-01-01 00:00:00
98697,2025-06-01 00:00:00
98762,2026-01-01 00:00:00
98776,2026-01-01 00:00:00
98776,2026-02-01 00:00:00
98777,2025-08-01 00:00:00
98778,2025-12-01 00:00:00
98778,2026-01-01 00:00:00
98778,2026-02-01 00:00:00
98788,2025-12-01 00:00:00
98788,2026-01-01 00:00:00
98788,2026-02-01 00:00:00
98791,2026-01-01 00:00:00
98791,2026-02-01 00:00:00
98793,2025-03-01 00:00:00
98805,2025-02-01 00:00:00
98805,2026-01-01 00:00:00
98805,2026-02-01 00:00:00
98808,2025-06-01 00:00:00
98808,2025-08-01 00:00:00
98808,2026-01-01 00:00:00
98808,2026-02-01 00:00:00
98815,2025-10-01 00:00:00
98844,2025-06-01 00:00:00
98847,2025-01-01 00:00:00
98847,2026-01-01 00:00:00
98847,2026-02-01 00:00:00
98862,2026-01-01 00:00:00
98862,2026-02-01 00:00:00
98863,2026-01-01 00:00:00
98863,2026-02-01 00:00:00
98873,2025-03-01 00:00:00
98873,2025-06-01 00:00:00
98873,2026-01-01 00:00:00
98873,2026-02-01 00:00:00
98923,2025-09-01 00:00:00
99020,2026-01-01 00:00:00
99020,2026-02-01 00:00:00
99105,2025-02-01 00:00:00
99112,2025-01-01 00:00:00
99182,2025-09-01 00:00:00
99446,2025-09-01 00:00:00
99476,2025-08-01 00:00:00
99476,2025-10-01 00:00:00
99480,2025-07-01 00:00:00
99491,2025-10-01 00:00:00
99540,2025-09-01 00:00:00
99568,2025-08-01 00:00:00
99592,2025-09-01 00:00:00
99592,2025-11-01 00:00:00
99593,2025-09-01 00:00:00
99593,2025-11-01 00:00:00
99692,2025-01-01 00:00:00
99692,2025-03-01 00:00:00
99701,2025-01-01 00:00:00
99701,2025-03-01 00:00:00
99746,2025-11-01 00:00:00
99770,2025-01-01 00:00:00
99770,2025-03-01 00:00:00
99791,2025-01-01 00:00:00
99801,2025-07-01 00:00:00
99807,2025-09-01 00:00:00
99809,2025-08-01 00:00:00
99866,2025-10-01 00:00:00
99871,2025-12-01 00:00:00
99937,2025-10-01 00:00:00
99979,2025-08-01 00:00:00
100020,2025-02-01 00:00:00
100020,2025-03-01 00:00:00
100115,2025-02-01 00:00:00
100162,2025-11-01 00:00:00
100162,2026-01-01 00:00:00
100162,2026-02-01 00:00:00
100169,2025-10-01 00:00:00
100182,2025-07-01 00:00:00
100184,2025-07-01 00:00:00
100303,2025-06-01 00:00:00
100303,2026-01-01 00:00:00
100303,2026-02-01 00:00:00
100312,2025-02-01 00:00:00
100312,2025-03-01 00:00:00
100332,2025-01-01 00:00:00
100332,2025-12-01 00:00:00
100339,2025-02-01 00:00:00
100339,2025-03-01 00:00:00
100344,2025-02-01 00:00:00
100344,2025-11-01 00:00:00
100346,2026-01-01 00:00:00
100346,2026-02-01 00:00:00
100364,2025-01-01 00:00:00
100364,2025-02-01 00:00:00
100364,2025-03-01 00:00:00
100376,2025-01-01 00:00:00
100376,2026-01-01 00:00:00
100376,2026-02-01 00:00:00
100381,2025-06-01 00:00:00
100400,2025-02-01 00:00:00
100400,2025-03-01 00:00:00
100439,2025-07-01 00:00:00
100439,2025-12-01 00:00:00
100479,2025-02-01 00:00:00
100485,2025-02-01 00:00:00
100485,2025-03-01 00:00:00
100554,2025-07-01 00:00:00
100575,2025-08-01 00:00:00
100602,2025-06-01 00:00:00
100602,2025-08-01 00:00:00
100602,2025-12-01 00:00:00
100613,2025-08-01 00:00:00
100613,2026-01-01 00:00:00
100613,2026-02-01 00:00:00
100813,2025-08-01 00:00:00
100853,2025-09-01 00:00:00
100880,2025-09-01 00:00:00
100883,2025-08-01 00:00:00
100924,2025-02-01 00:00:00
100926,2025-02-01 00:00:00
100942,2025-12-01 00:00:00
100942,2026-01-01 00:00:00
100942,2026-02-01 00:00:00
100945,2025-07-01 00:00:00
100945,2026-01-01 00:00:00
100945,2026-02-01 00:00:00
100956,2025-07-01 00:00:00
100956,2025-11-01 00:00:00
101010,2026-01-01 00:00:00
101010,2026-02-01 00:00:00
101021,2025-07-01 00:00:00
101031,2025-08-01 00:00:00
101031,2026-01-01 00:00:00
101031,2026-02-01 00:00:00
101041,2025-08-01 00:00:00
101048,2025-09-01 00:00:00
101081,2025-12-01 00:00:00
101122,2026-01-01 00:00:00
101122,2026-02-01 00:00:00
101133,2026-01-01 00:00:00
101133,2026-02-01 00:00:00
101147,2025-11-01 00:00:00
