Выезд к абоненту,
114970,2025-07-01 00:00:00
114970,2025-07-28 00:00:00
114971,2025-07-01 00:00:00
114972,2025-07-01 00:00:00
114972,2025-07-28 00:00:00
114973,2025-07-01 00:00:00
114974,2025-07-01 00:00:00
114974,2025-07-28 00:00:00
114975,2025-07-01 00:00:00
114976,2025-07-01 00:00:00
114977,2025-07-01 00:00:00
114978,2025-07-01 00:00:00
114979,2025-07-01 00:00:00
114980,2025-07-01 00:00:00
114980,2025-11-01 00:00:00
114981,2025-07-01 00:00:00
114982,2025-07-01 00:00:00
114983,2025-07-01 00:00:00
114983,2025-11-01 00:00:00
114984,2025-07-01 00:00:00
114984,2025-07-28 00:00:00
114985,2025-07-01 00:00:00
114986,2025-07-01 00:00:00
114986,2025-11-01 00:00:00
114987,2025-07-01 00:00:00
114987,2025-07-28 00:00:00
114988,2025-07-01 00:00:00
114989,2025-07-01 00:00:00
114989,2025-11-01 00:00:00
114990,2025-07-01 00:00:00
114991,2025-07-01 00:00:00
114992,2025-07-01 00:00:00
114993,2025-07-01 00:00:00
114993,2025-11-01 00:00:00
114994,2025-07-01 00:00:00
114995,2025-07-01 00:00:00
114996,2025-07-01 00:00:00
114997,2025-07-01 00:00:00
114998,2025-07-01 00:00:00
114999,2025-07-01 00:00:00
115001,2025-07-01 00:00:00
115002,2025-07-01 00:00:00
115003,2025-07-01 00:00:00
115004,2025-07-01 00:00:00
115005,2025-07-01 00:00:00
115005,2025-07-28 00:00:00
115006,2025-07-01 00:00:00
115007,2025-07-01 00:00:00
115007,2025-07-28 00:00:00
115008,2025-07-01 00:00:00
115009,2025-07-01 00:00:00
115010,2025-07-01 00:00:00
115011,2025-07-01 00:00:00
115012,2025-07-01 00:00:00
115013,2025-07-01 00:00:00
115014,2025-07-01 00:00:00
115015,2025-07-01 00:00:00
115016,2025-07-01 00:00:00
115017,2025-07-01 00:00:00
115018,2025-07-01 00:00:00
115018,2025-11-01 00:00:00
115019,2025-07-01 00:00:00
115019,2025-11-01 00:00:00
115020,2025-07-01 00:00:00
115021,2025-07-01 00:00:00
115022,2025-07-01 00:00:00
115023,2025-07-01 00:00:00
115024,2025-07-01 00:00:00
115025,2025-07-01 00:00:00
115025,2025-11-01 00:00:00
115026,2025-07-01 00:00:00
115027,2025-07-01 00:00:00
115028,2025-07-01 00:00:00
115028,2025-07-28 00:00:00
115029,2025-07-01 00:00:00
115030,2025-07-01 00:00:00
115030,2025-07-28 00:00:00
115031,2025-07-01 00:00:00
115031,2025-07-28 00:00:00
115032,2025-07-01 00:00:00
115033,2025-07-01 00:00:00
115033,2025-07-28 00:00:00
115034,2025-07-01 00:00:00
115034,2025-07-28 00:00:00
115035,2025-07-01 00:00:00
115036,2025-07-01 00:00:00
115036,2025-07-28 00:00:00
115037,2025-07-01 00:00:00
115038,2025-07-01 00:00:00
115039,2025-07-01 00:00:00
115039,2025-11-01 00:00:00
115041,2025-07-01 00:00:00
115042,2025-07-01 00:00:00
115043,2025-07-01 00:00:00
115045,2025-07-01 00:00:00
115045,2025-07-28 00:00:00
115046,2025-07-01 00:00:00
115047,2025-07-01 00:00:00
115048,2025-07-01 00:00:00
115049,2025-07-01 00:00:00
115049,2025-07-28 00:00:00
115050,2025-07-01 00:00:00
115050,2025-07-28 00:00:00
115051,2025-07-01 00:00:00
115051,2025-11-01 00:00:00
115052,2025-07-01 00:00:00
115053,2025-07-01 00:00:00
115054,2025-07-01 00:00:00
115054,2025-07-28 00:00:00
115055,2025-07-01 00:00:00
115055,2025-07-28 00:00:00
115056,2025-07-01 00:00:00
115057,2025-07-01 00:00:00
115057,2025-11-01 00:00:00
115058,2025-07-01 00:00:00
115058,2025-11-01 00:00:00
115059,2025-07-01 00:00:00
115060,2025-07-01 00:00:00
115061,2025-07-01 00:00:00
115061,2025-11-01 00:00:00
115062,2025-07-01 00:00:00
115063,2025-07-01 00:00:00
115065,2025-07-01 00:00:00
115067,2025-07-01 00:00:00
115068,2025-07-01 00:00:00
115069,2025-07-01 00:00:00
115071,2025-07-01 00:00:00
115072,2025-07-01 00:00:00
115073,2025-07-01 00:00:00
115074,2025-07-01 00:00:00
115075,2025-07-01 00:00:00
115076,2025-07-01 00:00:00
115078,2025-07-01 00:00:00
115080,2025-11-01 00:00:00
115083,2025-09-01 00:00:00
115085,2025-09-01 00:00:00
115087,2025-09-01 00:00:00
115088,2025-09-01 00:00:00
115089,2025-09-01 00:00:00
115093,2025-09-01 00:00:00
115096,2026-01-01 00:00:00
115101,2025-09-01 00:00:00
115102,2025-09-01 00:00:00
115103,2025-09-01 00:00:00
115104,2025-09-01 00:00:00
115106,2025-09-01 00:00:00
115107,2025-09-01 00:00:00
115108,2025-09-01 00:00:00
115109,2025-09-01 00:00:00
115114,2025-11-01 00:00:00
115114,2026-01-01 00:00:00
115117,2025-11-01 00:00:00
115117,2026-01-01 00:00:00
115118,2025-11-01 00:00:00
115118,2026-01-01 00:00:00
115128,2025-11-01 00:00:00
115128,2026-01-01 00:00:00
115129,2026-01-01 00:00:00
115131,2025-11-01 00:00:00
115131,2026-01-01 00:00:00
115133,2025-11-01 00:00:00
115133,2026-01-01 00:00:00
115136,2025-11-01 00:00:00
115139,2025-11-01 00:00:00
115141,2025-11-01 00:00:00
115143,2025-09-01 00:00:00
115145,2025-09-01 00:00:00
115146,2025-09-01 00:00:00
115149,2025-09-01 00:00:00
115150,2025-09-01 00:00:00
115153,2025-09-01 00:00:00
115158,2025-11-01 00:00:00
115158,2026-01-01 00:00:00
115160,2025-11-01 00:00:00
115160,2026-01-01 00:00:00
115167,2025-11-01 00:00:00
115168,2025-11-01 00:00:00
115168,2026-01-01 00:00:00
115170,2025-11-01 00:00:00
115170,2026-01-01 00:00:00
115174,2025-11-01 00:00:00
115177,2025-11-01 00:00:00
115178,2025-11-01 00:00:00
115180,2025-11-01 00:00:00
115180,2026-01-01 00:00:00
115182,2025-11-01 00:00:00
115182,2026-01-01 00:00:00
115183,2025-11-01 00:00:00
115186,2025-11-01 00:00:00
115187,2025-11-01 00:00:00
115189,2025-11-01 00:00:00
115199,2025-11-01 00:00:00
115203,2025-11-01 00:00:00
115203,2026-01-01 00:00:00
115204,2025-11-01 00:00:00
115204,2026-01-01 00:00:00
115205,2025-11-01 00:00:00
115208,2025-11-01 00:00:00
115209,2025-11-01 00:00:00
115218,2025-09-01 00:00:00
115220,2025-09-01 00:00:00
115222,2025-09-01 00:00:00
115224,2025-11-01 00:00:00
115224,2026-01-01 00:00:00
115226,2025-09-01 00:00:00
115227,2025-09-01 00:00:00
115228,2025-09-01 00:00:00
115229,2025-09-01 00:00:00
115230,2025-09-01 00:00:00
115231,2025-09-01 00:00:00
115232,2025-09-01 00:00:00
115233,2025-09-01 00:00:00
115234,2025-09-01 00:00:00
115235,2025-09-01 00:00:00
115236,2025-09-01 00:00:00
115237,2025-09-01 00:00:00
115238,2025-09-01 00:00:00
115239,2025-09-01 00:00:00
115240,2025-09-01 00:00:00
115241,2025-09-01 00:00:00
115242,2025-09-01 00:00:00
115243,2025-09-01 00:00:00
115244,2025-09-01 00:00:00
115245,2025-09-01 00:00:00
115246,2025-09-01 00:00:00
115247,2025-09-01 00:00:00
115249,2025-09-01 00:00:00
115250,2025-09-01 00:00:00
115251,2025-09-01 00:00:00
115252,2025-09-01 00:00:00
115253,2025-09-01 00:00:00
115254,2025-09-01 00:00:00
115255,2025-09-01 00:00:00
115256,2025-09-01 00:00:00
115257,2025-09-01 00:00:00
115258,2025-09-01 00:00:00
115259,2025-09-01 00:00:00
115260,2025-09-01 00:00:00
115264,2025-09-01 00:00:00
115265,2025-09-01 00:00:00
115268,2025-09-01 00:00:00
115269,2025-09-01 00:00:00
115270,2025-09-01 00:00:00
115271,2025-09-01 00:00:00
115273,2025-09-01 00:00:00
115275,2025-09-01 00:00:00
115276,2025-09-01 00:00:00
115278,2025-09-01 00:00:00
115279,2025-09-01 00:00:00
115281,2025-09-01 00:00:00
115282,2025-09-01 00:00:00
115283,2025-09-01 00:00:00
115284,2025-09-01 00:00:00
115285,2025-09-01 00:00:00
115286,2025-09-01 00:00:00
115287,2025-09-01 00:00:00
115288,2025-09-01 00:00:00
115290,2025-09-01 00:00:00
115291,2025-09-01 00:00:00
115293,2025-09-01 00:00:00
115294,2025-09-01 00:00:00
115295,2025-09-01 00:00:00
115296,2025-09-01 00:00:00
115297,2025-09-01 00:00:00
115298,2025-09-01 00:00:00
115299,2025-09-01 00:00:00
115300,2025-09-01 00:00:00
115302,2025-09-01 00:00:00
115303,2025-09-01 00:00:00
115304,2025-09-01 00:00:00
115305,2025-09-01 00:00:00
115306,2025-09-01 00:00:00
115307,2025-09-01 00:00:00
115310,2025-09-01 00:00:00
115312,2025-09-01 00:00:00
115313,2025-09-01 00:00:00
115314,2025-09-01 00:00:00
115315,2025-09-01 00:00:00
115316,2025-09-01 00:00:00
115317,2025-09-01 00:00:00
115318,2025-09-01 00:00:00
115319,2025-09-01 00:00:00
115320,2025-09-01 00:00:00
115321,2025-09-01 00:00:00
115323,2025-09-01 00:00:00
115324,2025-09-01 00:00:00
115325,2025-09-01 00:00:00
115326,2025-09-01 00:00:00
115327,2025-09-01 00:00:00
115328,2025-09-01 00:00:00
115329,2025-09-01 00:00:00
115330,2025-09-01 00:00:00
115331,2025-09-01 00:00:00
115332,2025-09-01 00:00:00
115333,2025-09-01 00:00:00
115334,2025-09-01 00:00:00
115335,2025-09-01 00:00:00
115336,2025-09-01 00:00:00
115337,2025-09-01 00:00:00
115338,2025-09-01 00:00:00
115339,2025-09-01 00:00:00
115340,2025-09-01 00:00:00
115341,2025-09-01 00:00:00
115342,2025-09-01 00:00:00
115343,2025-09-01 00:00:00
115344,2025-09-01 00:00:00
115345,2025-09-01 00:00:00
115347,2025-09-01 00:00:00
115348,2025-09-01 00:00:00
115349,2025-09-01 00:00:00
115351,2025-09-01 00:00:00
115353,2025-09-01 00:00:00
115354,2025-09-01 00:00:00
115355,2025-09-01 00:00:00
115357,2025-09-01 00:00:00
115358,2025-09-01 00:00:00
115359,2025-09-01 00:00:00
115360,2025-09-01 00:00:00
115362,2025-07-01 00:00:00
115368,2025-07-01 00:00:00
115368,2025-11-01 00:00:00
115370,2025-07-01 00:00:00
115370,2025-07-28 00:00:00
115371,2025-07-01 00:00:00
115371,2025-11-01 00:00:00
115372,2025-07-01 00:00:00
115373,2025-07-01 00:00:00
115373,2025-11-01 00:00:00
115374,2025-07-01 00:00:00
115375,2025-07-01 00:00:00
115375,2025-07-28 00:00:00
115376,2025-07-01 00:00:00
115377,2025-07-01 00:00:00
115377,2025-07-28 00:00:00
115378,2025-07-01 00:00:00
115378,2025-07-28 00:00:00
115379,2025-07-01 00:00:00
115380,2025-07-01 00:00:00
115382,2025-07-01 00:00:00
115382,2025-07-28 00:00:00
115383,2025-09-01 00:00:00
115384,2025-09-01 00:00:00
115385,2025-07-01 00:00:00
115385,2025-07-28 00:00:00
115386,2025-07-01 00:00:00
115386,2025-07-28 00:00:00
115386,2025-11-01 00:00:00
115387,2025-07-01 00:00:00
115387,2025-11-01 00:00:00
115388,2025-07-01 00:00:00
115388,2025-07-28 00:00:00
115389,2025-07-01 00:00:00
115389,2025-11-01 00:00:00
115390,2025-09-01 00:00:00
115391,2025-07-01 00:00:00
115393,2025-07-01 00:00:00
115394,2025-09-01 00:00:00
115397,2025-09-01 00:00:00
115403,2025-11-01 00:00:00
115534,2025-11-01 00:00:00
115564,2025-11-01 00:00:00
115598,2025-11-01 00:00:00
115603,2025-11-01 00:00:00
115680,2025-11-01 00:00:00
115720,2025-11-01 00:00:00
115732,2025-11-01 00:00:00
115794,2025-11-01 00:00:00
115860,2025-11-01 00:00:00
115862,2025-11-01 00:00:00
115866,2025-11-01 00:00:00
115890,2025-11-01 00:00:00
115890,2025-12-01 00:00:00
115901,2025-11-01 00:00:00
115901,2025-12-01 00:00:00
115903,2025-11-01 00:00:00
115909,2025-11-01 00:00:00
115910,2025-11-01 00:00:00
115910,2025-12-01 00:00:00
115915,2025-11-01 00:00:00
115935,2025-11-01 00:00:00
115958,2025-11-01 00:00:00
115958,2025-12-01 00:00:00
116064,2025-11-01 00:00:00
116108,2025-11-01 00:00:00
116108,2025-12-01 00:00:00
116111,2025-11-01 00:00:00
116188,2025-11-01 00:00:00
116188,2025-12-01 00:00:00
116199,2025-11-01 00:00:00
116219,2025-11-01 00:00:00
116290,2025-11-01 00:00:00
116337,2025-11-01 00:00:00
116362,2025-11-01 00:00:00
116368,2025-05-01 00:00:00
116368,2025-08-01 00:00:00
116399,2025-11-01 00:00:00
116447,2025-04-01 00:00:00
116464,2025-05-01 00:00:00
116515,2025-11-01 00:00:00
116778,2025-11-01 00:00:00
116790,2025-11-01 00:00:00
116809,2025-05-01 00:00:00
116925,2025-05-01 00:00:00
116925,2025-09-01 00:00:00
116928,2025-11-01 00:00:00
116996,2025-11-01 00:00:00
117020,2025-11-01 00:00:00
117036,2025-11-01 00:00:00
117097,2025-11-01 00:00:00
117120,2025-11-01 00:00:00
117130,2025-11-01 00:00:00
117155,2025-11-01 00:00:00
117156,2025-11-01 00:00:00
117159,2025-11-01 00:00:00
117185,2025-11-01 00:00:00
117190,2025-11-01 00:00:00
117195,2025-11-01 00:00:00
117241,2025-11-01 00:00:00
117274,2025-11-01 00:00:00
117314,2025-11-01 00:00:00
117341,2025-11-01 00:00:00
117341,2025-12-01 00:00:00
117362,2025-11-01 00:00:00
117373,2025-11-01 00:00:00
117376,2025-11-01 00:00:00
117813,2025-11-01 00:00:00
117820,2025-11-01 00:00:00
117823,2025-11-01 00:00:00
117838,2025-11-01 00:00:00
118227,2026-01-01 00:00:00
118234,2025-11-01 00:00:00
118468,2025-11-01 00:00:00
118503,2025-11-01 00:00:00
118552,2025-10-01 00:00:00
118552,2025-11-01 00:00:00
118679,2025-11-01 00:00:00
118771,2025-11-01 00:00:00
118926,2025-11-01 00:00:00
118934,2025-06-01 00:00:00
118934,2025-06-17 00:00:00
119176,2025-11-01 00:00:00
119364,2025-05-01 00:00:00
119364,2025-09-01 00:00:00
119701,2025-11-01 00:00:00
120314,2025-10-01 00:00:00
120316,2025-10-01 00:00:00
120317,2025-08-01 00:00:00
120508,2025-06-01 00:00:00
120508,2025-08-01 00:00:00
120519,2026-01-01 00:00:00
120552,2026-01-01 00:00:00
120560,2025-04-01 00:00:00
120682,2026-01-01 00:00:00
120719,2026-01-01 00:00:00
120751,2026-01-01 00:00:00
121051,2025-04-01 00:00:00
121094,2026-01-01 00:00:00
121100,2025-04-01 00:00:00
121113,2026-01-01 00:00:00
121142,2026-01-01 00:00:00
121246,2026-01-01 00:00:00
121257,2026-01-01 00:00:00
121276,2026-01-01 00:00:00
121282,2026-01-01 00:00:00
121314,2026-01-01 00:00:00
121364,2025-06-01 00:00:00
121364,2025-08-01 00:00:00
121632,2025-11-01 00:00:00
121640,2026-01-01 00:00:00
121681,2026-01-01 00:00:00
121696,2026-01-01 00:00:00
121733,2026-01-01 00:00:00
121740,2026-01-01 00:00:00
121768,2026-01-01 00:00:00
121790,2025-11-01 00:00:00
121814,2025-11-01 00:00:00
121834,2025-11-01 00:00:00
121834,2026-01-01 00:00:00
121912,2025-11-01 00:00:00
121912,2026-01-01 00:00:00
121987,2025-11-01 00:00:00
121992,2025-11-01 00:00:00
122008,2025-11-01 00:00:00
122008,2026-01-01 00:00:00
122037,2025-11-01 00:00:00
122053,2026-01-01 00:00:00
122069,2026-01-01 00:00:00
122096,2025-11-01 00:00:00
122100,2026-01-01 00:00:00
122103,2026-01-01 00:00:00
122108,2026-01-01 00:00:00
122127,2025-11-01 00:00:00
122239,2025-11-01 00:00:00
122239,2026-01-01 00:00:00
122295,2025-11-01 00:00:00
122305,2025-11-01 00:00:00
122305,2026-01-01 00:00:00
122499,2025-11-01 00:00:00
122502,2026-01-01 00:00:00
122541,2026-01-01 00:00:00
122595,2025-10-01 00:00:00
122599,2026-01-01 00:00:00
122606,2025-11-01 00:00:00
122624,2026-01-01 00:00:00
122852,2025-05-01 00:00:00
123094,2025-11-01 00:00:00
123110,2025-11-01 00:00:00
123123,2025-11-01 00:00:00
123269,2025-07-01 00:00:00
123269,2025-11-01 00:00:00
123283,2025-11-01 00:00:00
123299,2025-11-01 00:00:00
123347,2025-11-01 00:00:00
123373,2025-11-01 00:00:00
123400,2025-11-01 00:00:00
123588,2025-11-01 00:00:00
123630,2025-11-01 00:00:00
123888,2026-01-01 00:00:00
124034,2026-01-01 00:00:00
124052,2026-01-01 00:00:00
124107,2026-01-01 00:00:00
124164,2026-01-01 00:00:00
124181,2026-01-01 00:00:00
124187,2026-01-01 00:00:00
124201,2026-01-01 00:00:00
124211,2025-11-01 00:00:00
124217,2026-01-01 00:00:00
124223,2025-11-01 00:00:00
124225,2026-01-01 00:00:00
124236,2025-08-01 00:00:00
124236,2025-12-01 00:00:00
124444,2025-11-01 00:00:00
124523,2025-11-01 00:00:00
124543,2025-11-01 00:00:00
124552,2025-10-01 00:00:00
124552,2025-11-01 00:00:00
124579,2025-07-01 00:00:00
124579,2025-07-10 00:00:00
124579,2025-11-01 00:00:00
124701,2025-11-01 00:00:00
124701,2025-11-01 00:00:00
124755,2025-11-01 00:00:00
124768,2025-11-01 00:00:00
124844,2025-11-01 00:00:00
124871,2025-11-01 00:00:00
124871,2025-12-01 00:00:00
124923,2025-11-01 00:00:00
125067,2025-11-01 00:00:00
125120,2025-11-01 00:00:00
125141,2025-11-01 00:00:00
125154,2025-11-01 00:00:00
125154,2025-12-01 00:00:00
125233,2025-10-01 00:00:00
125233,2026-01-01 00:00:00
125336,2025-11-01 00:00:00
125336,2026-01-01 00:00:00
125362,2025-11-01 00:00:00
125365,2026-01-01 00:00:00
125372,2025-11-01 00:00:00
125372,2026-01-01 00:00:00
125408,2025-11-01 00:00:00
125408,2026-01-01 00:00:00
125420,2026-01-01 00:00:00
125461,2025-11-01 00:00:00
125585,2025-11-01 00:00:00
125627,2025-11-01 00:00:00
125671,2025-11-01 00:00:00
125679,2025-11-01 00:00:00
125705,2025-11-01 00:00:00
125734,2025-11-01 00:00:00
125848,2025-11-01 00:00:00
125864,2025-11-01 00:00:00
125875,2025-11-01 00:00:00
125915,2025-11-01 00:00:00
125923,2025-11-01 00:00:00
125923,2026-01-01 00:00:00
125923,2026-01-01 00:00:00
125965,2025-11-01 00:00:00
125984,2025-11-01 00:00:00
126013,2025-11-01 00:00:00
126032,2025-11-01 00:00:00
126032,2026-01-01 00:00:00
126034,2025-11-01 00:00:00
126034,2026-01-01 00:00:00
126034,2026-01-01 00:00:00
126034,2026-01-01 00:00:00
126040,2025-11-01 00:00:00
126040,2025-11-01 00:00:00
126059,2025-11-01 00:00:00
126098,2025-11-01 00:00:00
126123,2025-11-01 00:00:00
126123,2025-12-01 00:00:00
126177,2025-11-01 00:00:00
126191,2026-01-01 00:00:00
126211,2025-11-01 00:00:00
126211,2026-01-01 00:00:00
126217,2025-11-01 00:00:00
126255,2025-11-01 00:00:00
126399,2025-11-01 00:00:00
126399,2026-01-01 00:00:00
126700,2025-11-01 00:00:00
127004,2025-11-01 00:00:00
127290,2025-11-01 00:00:00
127296,2025-11-01 00:00:00
127298,2025-11-01 00:00:00
127343,2025-11-01 00:00:00
127370,2025-11-01 00:00:00
127461,2025-11-01 00:00:00
127478,2025-11-01 00:00:00
127500,2025-11-01 00:00:00
127550,2025-05-01 00:00:00
127550,2025-09-01 00:00:00
127576,2025-05-01 00:00:00
127727,2025-11-01 00:00:00
127727,2025-12-01 00:00:00
127773,2025-11-01 00:00:00
127811,2025-11-01 00:00:00
127856,2025-11-01 00:00:00
128019,2025-11-01 00:00:00
128139,2025-04-01 00:00:00
128139,2025-09-01 00:00:00
128154,2025-08-01 00:00:00
128154,2025-12-01 00:00:00
128260,2025-11-01 00:00:00
128295,2025-04-01 00:00:00
128295,2025-08-01 00:00:00
128295,2025-12-01 00:00:00
128295,2025-12-08 00:00:00
128296,2025-10-02 00:00:00
128406,2026-01-01 00:00:00
128472,2026-01-01 00:00:00
128486,2026-01-01 00:00:00
128529,2026-01-01 00:00:00
128558,2025-11-01 00:00:00
128558,2026-01-01 00:00:00
128828,2025-11-01 00:00:00
128855,2025-11-01 00:00:00
128860,2025-11-01 00:00:00
128968,2025-06-01 00:00:00
128968,2025-08-01 00:00:00
129116,2025-11-01 00:00:00
129229,2025-11-01 00:00:00
129229,2025-12-01 00:00:00
129308,2025-11-01 00:00:00
129319,2025-11-01 00:00:00
129362,2025-11-01 00:00:00
129399,2025-11-01 00:00:00
129399,2025-12-01 00:00:00
129438,2025-11-01 00:00:00
129438,2025-12-01 00:00:00
129497,2025-11-01 00:00:00
129497,2025-12-01 00:00:00
129557,2025-11-01 00:00:00
129557,2025-12-01 00:00:00
129602,2025-11-01 00:00:00
129610,2025-11-01 00:00:00
129754,2025-10-01 00:00:00
129754,2025-11-01 00:00:00
129988,2025-11-01 00:00:00
130020,2025-11-01 00:00:00
130039,2025-11-01 00:00:00
130044,2025-11-01 00:00:00
130094,2025-11-01 00:00:00
130100,2025-11-01 00:00:00
130105,2025-11-01 00:00:00
130105,2025-12-01 00:00:00
130261,2025-11-01 00:00:00
130272,2025-11-01 00:00:00
130273,2025-11-01 00:00:00
130301,2025-11-01 00:00:00
130338,2025-11-01 00:00:00
130345,2025-11-01 00:00:00
130353,2025-11-01 00:00:00
130375,2025-11-01 00:00:00
130384,2025-11-01 00:00:00
130408,2025-11-01 00:00:00
130450,2025-11-01 00:00:00
130559,2025-11-01 00:00:00
130569,2025-11-01 00:00:00
130618,2025-11-01 00:00:00
130647,2025-11-01 00:00:00
130664,2025-11-01 00:00:00
130695,2025-11-01 00:00:00
130709,2025-11-01 00:00:00
130711,2025-11-01 00:00:00
130712,2025-11-01 00:00:00
130730,2025-11-01 00:00:00
130740,2026-01-01 00:00:00
130747,2025-11-01 00:00:00
130747,2026-01-01 00:00:00
130765,2025-11-01 00:00:00
130765,2026-01-01 00:00:00
130812,2026-01-01 00:00:00
130835,2026-01-01 00:00:00
130956,2025-11-01 00:00:00
131016,2025-11-01 00:00:00
131023,2025-11-01 00:00:00
131043,2025-11-01 00:00:00
131061,2025-11-01 00:00:00
131180,2025-11-01 00:00:00
131180,2026-01-01 00:00:00
131180,2026-01-01 00:00:00
131180,2026-01-01 00:00:00
131250,2025-11-01 00:00:00
131266,2025-09-01 00:00:00
131280,2025-09-01 00:00:00
131299,2025-11-01 00:00:00
131324,2025-12-01 00:00:00
131327,2025-11-01 00:00:00
131368,2025-11-01 00:00:00
131457,2026-01-01 00:00:00
131465,2025-06-01 00:00:00
131465,2025-06-17 00:00:00
131475,2025-11-01 00:00:00
131491,2025-11-01 00:00:00
131500,2026-01-01 00:00:00
131502,2025-11-01 00:00:00
131508,2025-11-01 00:00:00
131508,2026-01-01 00:00:00
131513,2025-11-01 00:00:00
131513,2026-01-01 00:00:00
131513,2026-01-01 00:00:00
131553,2025-09-01 00:00:00
131561,2025-11-01 00:00:00
131561,2025-11-01 00:00:00
131577,2025-11-01 00:00:00
131584,2025-11-01 00:00:00
131585,2025-11-01 00:00:00
131604,2025-11-01 00:00:00
131624,2025-11-01 00:00:00
131648,2025-11-01 00:00:00
131663,2025-11-01 00:00:00
131667,2025-11-01 00:00:00
131675,2025-11-01 00:00:00
131675,2025-11-01 00:00:00
131719,2026-01-01 00:00:00
131822,2026-01-01 00:00:00
131853,2026-01-01 00:00:00
131861,2026-01-01 00:00:00
131894,2025-11-01 00:00:00
131943,2025-08-01 00:00:00
131945,2025-08-01 00:00:00
131946,2025-08-01 00:00:00
131948,2025-08-01 00:00:00
131949,2025-08-01 00:00:00
131950,2025-08-01 00:00:00
131951,2025-08-01 00:00:00
131952,2025-08-01 00:00:00
131953,2025-08-01 00:00:00
131954,2025-08-01 00:00:00
131955,2025-08-01 00:00:00
131956,2025-08-01 00:00:00
131957,2025-08-01 00:00:00
131960,2025-08-01 00:00:00
131961,2025-08-01 00:00:00
131964,2025-08-01 00:00:00
131965,2025-08-01 00:00:00
131966,2025-08-01 00:00:00
131967,2025-08-01 00:00:00
131968,2025-08-01 00:00:00
131970,2025-08-01 00:00:00
131971,2025-08-01 00:00:00
131971,2025-11-01 00:00:00
131972,2025-08-01 00:00:00
131973,2025-08-01 00:00:00
131974,2025-08-01 00:00:00
131976,2025-08-01 00:00:00
131977,2025-08-01 00:00:00
131978,2025-08-01 00:00:00
131980,2025-08-01 00:00:00
131981,2025-08-01 00:00:00
131982,2025-08-01 00:00:00
131983,2025-08-01 00:00:00
131984,2025-08-01 00:00:00
131985,2025-08-01 00:00:00
131987,2025-08-01 00:00:00
131988,2025-08-01 00:00:00
131989,2025-08-01 00:00:00
131990,2025-08-01 00:00:00
131991,2025-08-01 00:00:00
131992,2025-08-01 00:00:00
131993,2025-08-01 00:00:00
131994,2025-08-01 00:00:00
131995,2025-08-01 00:00:00
131996,2025-08-01 00:00:00
131997,2025-08-01 00:00:00
132000,2025-08-01 00:00:00
132001,2025-08-01 00:00:00
132002,2025-08-01 00:00:00
132002,2025-11-01 00:00:00
132003,2025-08-01 00:00:00
132004,2025-08-01 00:00:00
132005,2025-08-01 00:00:00
132006,2025-08-01 00:00:00
132007,2025-08-01 00:00:00
132009,2025-08-01 00:00:00
132010,2025-08-01 00:00:00
132011,2025-08-01 00:00:00
132012,2025-08-01 00:00:00
132013,2025-08-01 00:00:00
132014,2025-08-01 00:00:00
132015,2025-08-01 00:00:00
132016,2025-08-01 00:00:00
132017,2025-08-01 00:00:00
132018,2025-08-01 00:00:00
132019,2025-08-01 00:00:00
132019,2025-11-01 00:00:00
132021,2025-08-01 00:00:00
132022,2025-08-01 00:00:00
132025,2025-08-01 00:00:00
132026,2025-08-01 00:00:00
132027,2025-08-01 00:00:00
132028,2025-08-01 00:00:00
132029,2025-08-01 00:00:00
132030,2025-08-01 00:00:00
132030,2025-11-01 00:00:00
132031,2025-08-01 00:00:00
132032,2025-08-01 00:00:00
132033,2025-08-01 00:00:00
132034,2025-08-01 00:00:00
132042,2025-07-01 00:00:00
132042,2025-11-01 00:00:00
132048,2025-08-01 00:00:00
132048,2025-08-12 00:00:00
132048,2025-12-01 00:00:00
132048,2025-12-08 00:00:00
132078,2025-11-01 00:00:00
132079,2025-11-01 00:00:00
132118,2025-11-01 00:00:00
132142,2025-05-01 00:00:00
132142,2025-11-01 00:00:00
132142,2026-01-01 00:00:00
132142,2026-01-01 00:00:00
132150,2025-11-01 00:00:00
132150,2026-01-01 00:00:00
132150,2026-01-01 00:00:00
132200,2026-01-01 00:00:00
132215,2025-11-01 00:00:00
132264,2025-05-01 00:00:00
132264,2025-11-01 00:00:00
132286,2025-06-01 00:00:00
132290,2026-01-01 00:00:00
132290,2026-01-15 00:00:00
132293,2025-11-01 00:00:00
132307,2026-01-01 00:00:00
132310,2025-11-01 00:00:00
132310,2026-01-01 00:00:00
132312,2026-01-01 00:00:00
132318,2025-11-01 00:00:00
132323,2025-11-01 00:00:00
132345,2026-01-01 00:00:00
132446,2025-08-01 00:00:00
132446,2025-11-01 00:00:00
132447,2026-01-01 00:00:00
132451,2025-08-01 00:00:00
132453,2025-08-01 00:00:00
132454,2025-08-01 00:00:00
132455,2025-08-01 00:00:00
132456,2025-08-01 00:00:00
132457,2025-08-01 00:00:00
132458,2025-08-01 00:00:00
132459,2025-08-01 00:00:00
132460,2025-08-01 00:00:00
132461,2025-08-01 00:00:00
132462,2025-08-01 00:00:00
132463,2025-08-01 00:00:00
132465,2025-08-01 00:00:00
132467,2025-08-01 00:00:00
132468,2025-08-01 00:00:00
132469,2025-08-01 00:00:00
132470,2025-08-01 00:00:00
132495,2025-11-01 00:00:00
132517,2025-11-01 00:00:00
132560,2025-11-01 00:00:00
